PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
111.0,64.75,32.07,978.45,5.72,84.83,75.3,6.43,12.55,13.67,21.85,0.55,27.27,1,0,0,0
83.25,56.25,32.18,978.48,5.7,85.05,101.62,7.3,12.35,11.95,21.5,0.53,35.6,1,0,0,0
115.5,69.25,32.23,978.92,7.1,85.03,91.25,27.3,28.9,12.43,22.15,0.62,24.93,1,0,0,0
134.0,69.5,32.33,979.35,26.1,85.4,84.9,46.9,45.1,12.83,21.85,0.65,36.12,1,0,0,0
123.75,70.25,32.92,979.78,104.2,82.38,109.73,24.78,27.15,12.9,22.07,0.6,42.0,1,0,0,0
136.0,79.75,34.42,980.23,264.12,75.35,106.85,11.78,15.9,11.85,20.93,0.6,41.3,1,0,0,0
155.25,89.75,36.92,980.35,367.87,63.18,109.18,8.82,15.95,16.4,21.48,0.67,46.95,1,0,0,0
155.5,95.5,34.5,980.2,72.47,72.1,80.43,4.93,16.85,24.07,21.77,0.57,31.12,1,0,0,0
136.5,77.25,30.65,980.33,39.1,85.05,305.57,4.55,12.8,17.05,21.3,0.43,12.5,1,0,0,0
28.5,17.0,31.2,979.5,77.62,85.03,315.1,6.9,17.58,22.52,18.6,0.6,33.25,1,0,0,0
26.5,16.75,31.52,979.22,28.73,84.53,66.5,6.9,18.73,24.55,18.55,0.57,32.2,1,0,0,0
31.0,23.0,31.2,979.23,23.38,86.1,103.72,4.95,15.08,20.88,20.75,0.47,26.23,1,0,0,0
23.75,16.25,31.27,978.48,20.55,87.35,102.7,5.8,16.6,22.48,24.5,0.4,24.57,1,0,0,0
26.75,13.75,31.5,978.27,34.53,87.4,125.3,2.83,11.5,17.27,23.6,0.4,20.35,1,0,0,0
19.5,11.75,31.48,978.02,35.07,85.3,303.38,3.45,12.42,18.12,21.0,0.47,33.3,1,0,0,0
26.0,14.75,31.5,977.95,19.98,84.5,297.62,5.43,18.6,26.68,19.93,0.78,16.2,1,0,0,0
48.0,34.0,31.45,978.98,7.85,84.58,283.9,13.08,32.5,41.2,20.5,0.97,20.98,1,0,0,0
42.75,33.25,31.35,979.95,5.72,84.53,229.18,19.15,35.3,37.65,21.1,1.12,19.2,1,0,0,0
50.5,40.5,31.45,980.45,5.7,86.02,215.82,45.08,55.25,34.92,23.83,1.42,21.95,1,0,0,0
76.0,51.25,31.5,980.55,5.78,87.1,301.1,52.38,62.35,37.0,24.62,1.3,24.88,1,0,0,0
104.75,76.25,31.48,980.48,5.7,87.73,251.1,97.0,100.67,40.62,23.75,1.48,31.73,1,0,0,0
110.25,67.5,31.55,980.42,5.75,87.4,294.35,105.33,107.18,40.45,26.02,1.42,71.95,1,0,0,0
108.0,66.25,31.7,979.98,5.75,86.8,287.22,81.15,86.3,37.73,27.38,1.28,151.8,1,0,0,0
103.75,68.5,31.63,979.65,5.72,87.12,105.85,83.6,81.9,27.3,21.6,0.8,66.8,1,0,0,0
112.5,70.25,31.58,979.33,5.7,87.7,139.32,67.1,68.95,27.18,24.18,1.02,38.05,1,0,0,0
96.75,61.25,31.42,979.0,5.7,88.52,49.45,62.97,67.62,30.6,27.4,0.97,35.48,1,0,0,0
95.0,59.5,31.35,979.33,7.12,88.85,214.83,44.02,51.05,28.55,23.62,0.85,34.02,1,0,0,0
84.25,63.0,31.65,979.95,32.4,88.4,146.45,43.9,50.55,28.0,23.57,0.9,22.4,1,0,0,0
90.0,72.75,32.17,980.25,73.2,86.2,207.18,31.68,39.98,26.45,25.3,0.9,30.25,1,0,0,0
107.25,90.0,32.73,980.8,98.75,83.73,93.1,21.25,33.45,30.25,25.77,1.0,34.02,1,0,0,0
137.0,105.0,33.92,980.75,200.45,76.58,72.95,13.23,22.6,22.28,23.3,0.82,48.6,1,0,0,0
