PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
114.0,58.0,23.7,972.23,8.2,96.72,287.7,66.42,79.08,46.85,10.2,0.9,6.25,1,0,0,0
86.0,58.0,23.6,972.62,9.57,96.9,262.95,58.98,72.38,45.67,7.07,0.8,6.7,1,0,0,0
85.0,42.0,24.3,973.08,38.77,96.5,153.68,54.73,69.8,47.4,10.32,0.93,7.32,1,0,0,0
75.0,42.0,26.23,973.92,120.82,92.38,122.2,46.8,67.45,55.05,8.65,0.9,7.12,1,0,0,0
72.0,31.0,27.57,974.45,155.55,87.78,119.95,41.22,64.77,58.58,8.85,0.88,8.85,1,0,0,0
91.0,38.0,28.85,974.55,199.95,81.28,168.18,33.6,57.42,56.55,6.53,0.8,15.82,1,0,0,0
74.0,33.0,29.75,974.7,214.9,76.95,194.25,26.6,53.35,59.55,7.8,0.8,19.9,1,0,0,0
88.0,38.0,32.65,974.45,350.1,66.22,147.25,20.15,50.15,63.35,8.1,0.8,26.53,1,0,0,0
97.0,34.0,30.53,974.03,317.32,71.03,214.7,15.22,45.35,61.97,13.72,0.9,20.43,1,0,0,0
92.0,23.0,33.4,973.15,379.12,63.83,185.13,13.35,43.4,61.2,13.55,0.9,27.0,1,0,0,0
74.0,36.0,33.55,971.58,337.98,60.95,187.2,9.9,41.27,62.45,14.6,0.88,33.65,1,0,0,0
73.0,36.0,33.92,970.2,322.05,60.5,240.8,8.35,39.12,60.75,14.2,0.8,34.88,1,0,0,0
50.0,36.0,33.25,969.03,162.78,61.45,271.6,7.22,38.48,61.25,12.95,0.8,36.95,1,0,0,0
61.0,29.0,32.3,968.55,113.18,63.97,265.18,7.62,38.5,60.68,11.17,0.8,34.88,1,0,0,0
42.0,27.0,30.0,969.08,38.48,68.15,278.0,9.1,40.7,62.5,13.03,0.93,23.73,1,0,0,0
40.0,25.0,28.05,969.95,8.82,76.55,261.6,13.4,47.12,67.97,14.5,1.05,18.1,1,0,0,0
62.0,23.0,27.45,971.35,8.2,81.12,279.02,17.73,51.33,69.35,14.32,1.15,12.12,1,0,0,0
48.0,26.0,26.65,972.45,8.28,83.12,287.02,21.7,54.12,68.53,16.77,1.2,10.0,1,0,0,0
59.0,30.0,26.35,972.98,8.25,84.55,288.43,23.52,54.6,66.62,15.55,1.2,10.7,1,0,0,0
89.0,38.0,25.6,972.93,8.25,86.42,307.65,23.35,52.17,62.25,16.23,1.12,12.12,1,0,0,0
77.0,35.0,24.9,973.07,8.18,89.38,283.25,25.82,52.3,58.88,14.45,0.9,7.42,1,0,0,0
68.0,29.0,24.78,972.72,8.18,91.38,278.6,29.25,53.53,55.8,14.45,0.9,8.2,1,0,0,0
86.0,37.0,24.33,971.6,8.15,93.08,273.5,33.3,52.75,48.15,16.8,0.9,6.15,1,0,0,0
92.0,51.0,24.12,970.62,8.1,94.53,261.82,36.6,56.1,49.47,16.7,0.9,6.5,1,0,0,0
96.0,66.0,23.88,970.65,8.17,95.42,271.85,42.75,59.83,46.8,15.97,0.9,6.2,1,0,0,0
92.0,66.0,23.82,971.62,9.78,96.1,274.7,51.5,64.97,43.3,15.43,0.9,5.95,1,0,0,0
99.0,64.0,24.62,972.47,55.2,96.3,283.78,62.93,74.45,43.55,16.95,1.1,7.2,1,0,0,0
117.0,69.0,26.52,973.75,86.72,94.2,285.38,60.08,77.72,54.08,19.05,1.25,7.6,1,0,0,0
162.0,93.0,28.23,974.65,157.53,88.6,133.2,51.6,74.8,61.47,21.8,1.27,8.22,1,0,0,0
185.0,93.0,29.57,975.28,181.4,81.35,130.18,40.4,69.0,67.92,22.45,1.28,13.35,1,0,0,0
155.0,75.0,31.83,975.42,95.58,71.95,219.8,29.5,58.85,65.45,22.85,1.2,24.53,1,0,0,0
134.0,66.0,33.55,974.12,15.82,64.08,237.8,18.8,49.33,64.0,23.83,1.15,36.38,1,0,0,0
124.0,46.0,35.35,973.1,12.72,57.62,240.35,9.73,38.73,57.88,17.35,0.93,42.73,1,0,0,0
99.0,47.0,35.18,971.73,11.0,57.28,227.73,5.35,33.62,55.1,14.45,0.82,37.83,1,0,0,0
79.0,40.0,36.02,969.9,9.97,55.0,204.55,5.5,31.85,51.52,13.43,0.8,32.92,1,0,0,0
57.0,32.0,33.8,968.88,9.85,61.58,180.15,5.53,30.88,49.65,12.35,0.75,29.35,1,0,0,0
66.0,31.0,32.73,968.45,9.8,65.97,228.5,7.25,32.75,50.48,13.8,0.8,29.38,1,0,0,0
53.0,34.0,31.55,968.42,9.7,69.25,247.33,7.75,34.1,52.28,12.5,0.8,31.65,1,0,0,0
69.0,35.0,30.12,969.15,12.97,74.15,227.12,8.88,39.0,59.8,10.75,0.97,21.28,1,0,0,0
68.0,32.0,28.98,970.13,9.47,74.42,219.73,11.88,44.38,65.15,11.4,1.07,12.75,1,0,0,0
64.0,30.0,28.0,971.1,8.18,76.97,210.28,19.97,51.9,66.9,11.0,1.25,6.65,1,0,0,0
56.0,39.0,26.52,972.6,8.25,84.6,246.88,40.17,65.15,60.92,11.78,1.4,6.25,1,0,0,0
78.0,34.0,25.55,973.13,8.28,89.65,266.48,54.05,75.17,58.58,13.23,1.4,6.0,1,0,0,0
67.0,30.0,25.18,973.2,8.25,92.15,278.75,59.92,77.28,53.45,12.3,1.37,5.95,1,0,0,0
70.0,34.0,24.95,972.28,8.15,93.67,274.17,58.28,74.08,50.02,13.28,1.07,6.3,1,0,0,0
70.0,31.0,24.93,971.8,8.08,94.3,252.1,65.35,78.78,48.0,14.05,1.12,7.1,1,0,0,0
70.0,32.0,24.6,972.0,7.88,94.9,251.95,66.05,76.45,42.4,11.5,1.1,5.45,1,0,0,0
75.0,38.0,24.17,972.25,7.95,95.45,279.05,65.7,78.05,46.12,13.15,1.02,5.55,1,0,0,0
79.0,35.0,24.05,972.45,7.75,96.03,285.33,61.9,74.47,45.08,13.93,0.95,5.6,1,0,0,0
61.0,30.0,24.08,973.2,8.18,96.47,272.58,65.8,75.75,41.62,12.67,0.9,5.65,1,0,0,0
59.0,34.0,24.8,974.08,10.57,96.3,246.55,68.8,79.75,44.5,9.95,1.07,6.1,1,0,0,0
94.0,49.0,26.78,974.88,69.95,93.05,154.45,56.6,74.7,53.65,8.9,1.02,6.22,1,0,0,0
105.0,54.0,29.58,976.05,163.05,84.05,131.55,44.05,69.7,63.55,10.93,1.0,14.17,1,0,0,0
121.0,61.0,31.33,976.33,243.12,73.23,151.2,28.88,58.27,65.38,13.15,0.85,26.03,1,0,0,0
100.0,42.0,28.95,976.95,59.7,79.1,209.32,19.8,49.08,61.88,10.68,0.83,27.48,1,0,0,0
113.0,47.0,25.3,978.08,20.47,87.7,184.27,16.15,46.85,63.38,7.67,0.82,19.35,1,0,0,0
75.0,30.0,25.25,976.7,44.58,92.15,249.3,18.27,47.5,61.32,11.85,1.07,14.55,1,0,0,0
56.0,15.0,28.82,975.8,124.17,84.4,255.45,23.82,51.58,60.5,14.8,1.15,14.7,1,0,0,0
41.0,16.0,30.25,973.95,207.18,75.48,246.07,22.05,48.8,57.97,12.5,1.08,19.6,1,0,0,0
31.0,17.0,27.12,973.77,61.48,85.45,248.55,20.38,47.65,58.35,13.52,1.15,12.88,1,0,0,0
53.0,28.0,27.35,973.6,106.45,88.18,293.85,23.4,51.4,60.85,14.07,1.35,12.35,1,0,0,0
83.0,25.0,27.53,973.52,71.33,88.03,179.47,23.3,51.85,61.88,13.0,1.4,12.18,1,0,0,0
74.0,24.0,26.5,973.57,27.6,90.17,250.22,26.12,57.62,68.25,12.25,1.27,8.65,1,0,0,0
86.0,34.0,25.5,974.6,8.55,92.62,301.52,31.45,61.23,66.85,12.03,1.35,5.55,1,0,0,0
70.0,27.0,24.95,975.73,8.25,94.35,231.5,41.98,65.65,59.05,13.3,1.55,4.8,1,0,0,0
83.0,36.0,24.6,976.88,8.22,95.3,262.9,50.62,73.25,60.17,14.55,1.65,5.35,1,0,0,0
86.0,34.0,24.45,977.32,8.32,95.98,282.62,64.97,82.9,56.28,16.18,1.77,5.55,1,0,0,0
89.0,42.0,24.37,977.55,8.23,96.55,261.35,80.12,93.62,53.15,15.53,2.02,5.5,1,0,0,0
106.0,52.0,24.17,976.77,8.22,97.03,261.45,95.92,104.35,49.12,12.62,1.67,5.35,1,0,0,0
95.0,48.0,24.2,976.25,8.25,97.38,238.25,103.8,111.33,50.15,13.47,1.57,7.3,1,0,0,0
100.0,51.0,24.15,976.02,8.25,97.62,232.82,109.05,113.9,47.0,14.1,1.4,6.75,1,0,0,0
108.0,51.0,24.42,976.15,8.25,97.7,251.05,94.38,102.22,47.42,13.3,1.0,6.88,1,0,0,0
128.0,62.0,24.32,976.27,8.3,97.82,254.35,79.05,88.55,45.38,12.45,0.7,6.1,1,0,0,0
118.0,56.0,24.25,977.05,9.68,97.95,255.2,68.55,78.45,42.35,11.73,0.47,6.15,1,0,0,0
106.0,51.0,24.62,977.8,36.12,97.9,254.75,61.75,72.2,41.12,11.2,1.0,7.88,1,0,0,0
86.0,40.0,25.93,978.35,119.88,96.28,155.65,54.25,70.12,48.65,10.6,0.92,7.38,1,0,0,0
102.0,50.0,27.6,979.15,207.52,92.17,200.52,43.2,66.85,59.5,12.33,0.9,7.85,1,0,0,0
106.0,58.0,30.6,979.33,350.62,83.55,171.78,35.25,61.42,61.53,12.05,0.82,15.8,1,0,0,0
124.0,55.0,32.92,979.03,377.67,70.33,162.4,24.77,53.05,61.67,11.2,0.73,26.2,1,0,0,0
92.0,41.0,32.65,978.55,243.88,65.72,183.3,14.75,44.28,60.6,9.53,0.6,30.35,1,0,0,0
105.0,41.0,23.35,978.25,22.05,89.8,238.8,9.62,38.07,56.88,10.35,0.83,28.25,1,0,0,0
56.0,17.0,22.85,977.28,29.85,94.7,214.62,11.07,39.67,57.58,9.7,0.9,12.27,1,0,0,0
