PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
78.0,24.0,32.13,977.37,6.53,64.33,42.47,14.62,33.92,19.43,2.38,1.37,6.05,1,0,0,0
92.0,22.0,31.63,978.03,4.8,68.93,38.17,16.38,37.8,21.43,9.43,1.83,2.62,1,0,0,0
128.0,31.0,31.32,978.8,4.72,71.15,100.5,18.2,38.92,20.75,8.88,1.48,7.85,1,0,0,0
116.0,34.0,30.25,979.08,4.7,80.55,129.93,17.52,36.67,19.15,4.72,1.35,4.3,1,0,0,0
95.0,36.0,29.67,979.15,4.73,86.53,117.0,19.53,39.38,19.47,3.73,1.4,3.83,1,0,0,0
97.0,36.0,30.4,978.65,4.75,83.45,47.62,22.58,42.47,19.98,14.47,1.33,4.53,1,0,0,0
140.0,56.0,30.4,978.38,4.72,82.5,32.62,27.27,47.58,20.35,23.3,1.65,5.9,1,0,0,0
223.0,72.0,29.58,978.4,4.7,86.1,43.73,21.1,36.4,15.1,8.0,1.3,16.88,1,0,0,0
86.0,51.0,29.25,978.65,4.7,87.35,41.3,23.85,40.5,16.6,7.25,1.33,10.25,1,0,0,0
84.0,56.0,29.5,978.7,4.77,86.48,29.6,24.95,39.73,14.75,8.15,1.4,6.6,1,0,0,0
81.0,45.0,29.3,979.2,6.38,88.75,21.65,27.95,43.58,15.65,8.9,1.55,3.75,1,0,0,0
102.0,58.0,29.2,979.67,42.35,90.42,34.15,24.6,38.88,14.25,3.53,1.47,3.55,1,0,0,0
85.0,41.0,30.05,980.13,105.43,87.75,31.8,27.78,43.1,15.33,12.3,1.22,13.97,1,0,0,0
139.0,73.0,32.42,980.9,303.48,77.22,104.53,22.73,39.15,16.42,11.38,1.23,11.12,1,0,0,0
110.0,77.0,33.25,981.08,217.9,71.25,98.77,20.23,36.35,16.1,7.62,1.15,8.35,1,0,0,0
99.0,68.0,31.48,981.35,57.62,78.3,106.05,16.8,34.83,18.02,8.47,1.27,10.02,1,0,0,0
136.0,77.0,27.93,981.88,19.9,93.55,137.12,17.3,33.6,16.25,4.0,1.0,7.22,1,0,0,0
62.0,40.0,28.52,981.22,299.53,94.02,143.67,18.22,32.5,14.33,2.73,1.03,6.17,1,0,0,0
22.0,14.0,29.72,980.75,209.9,88.15,304.73,18.6,38.4,19.7,3.42,1.97,7.35,1,0,0,0
89.0,62.0,30.57,979.67,229.35,79.32,263.27,16.23,33.18,16.95,4.1,1.72,10.72,1,0,0,0
74.0,44.0,30.17,979.6,108.17,83.12,163.33,14.75,34.02,19.27,3.6,1.72,8.27,1,0,0,0
86.5,48.75,30.4,979.42,116.58,82.6,21.93,16.2,37.38,21.18,4.22,1.82,8.7,1,0,0,0
96.25,59.75,30.5,979.5,74.45,84.25,217.43,16.25,38.65,22.4,3.9,2.05,10.47,1,0,0,0
118.75,65.75,29.9,979.38,25.27,85.62,80.55,18.52,45.05,26.5,3.63,2.13,6.38,1,0,0,0
129.0,58.5,28.67,980.03,5.1,92.42,113.12,19.68,42.8,23.18,3.5,1.52,7.25,1,0,0,0
112.5,63.5,28.9,980.68,4.83,91.72,83.95,23.17,49.75,26.5,3.15,1.93,5.38,1,0,0,0
167.5,85.25,28.9,981.2,4.77,92.6,74.38,36.17,63.08,26.9,5.15,2.2,4.58,1,0,0,0
200.25,87.75,28.87,981.52,4.8,91.85,26.75,37.4,61.2,23.85,4.62,2.05,4.62,1,0,0,0
160.75,69.5,28.7,981.65,4.8,93.9,15.5,32.83,54.25,21.4,2.98,1.5,4.25,1,0,0,0
144.5,53.0,28.52,981.3,4.8,96.88,14.07,38.2,58.8,20.6,4.17,1.57,34.93,1,0,0,0
157.5,53.0,28.4,980.93,4.8,96.03,93.9,36.25,55.9,19.55,13.48,1.3,11.5,1,0,0,0
130.0,57.0,28.0,980.85,4.8,92.7,98.85,31.8,50.9,19.1,3.6,1.1,8.6,1,0,0,0
85.75,56.75,27.98,980.95,4.8,92.1,43.95,31.43,50.1,18.67,6.45,1.02,7.88,1,0,0,0
117.5,56.0,28.1,980.95,4.83,93.2,23.18,37.9,54.7,16.82,19.7,1.12,7.55,1,0,0,0
139.25,55.0,27.88,981.38,6.67,95.5,31.23,35.5,50.08,14.6,6.12,1.1,12.25,1,0,0,0
107.75,58.25,28.17,981.83,33.9,94.65,36.7,36.92,52.3,15.5,5.8,1.13,20.62,1,0,0,0
132.5,73.25,28.97,982.15,93.75,92.4,23.9,34.88,52.57,17.68,18.73,1.5,50.78,1,0,0,0
142.75,89.0,30.75,982.7,205.62,84.65,164.55,28.65,46.48,17.8,16.6,1.52,18.1,1,0,0,0
126.25,89.0,32.5,982.93,375.67,76.55,188.15,25.02,43.5,18.48,9.05,1.42,12.05,1,0,0,0
113.0,89.0,34.02,982.75,491.65,68.97,70.97,21.73,38.97,17.23,15.45,1.35,57.55,1,0,0,0
131.5,94.0,31.62,982.3,126.43,80.22,111.38,16.7,33.47,16.75,13.47,1.25,28.67,1,0,0,0
124.0,94.0,27.92,981.8,65.6,99.1,182.47,16.98,34.42,17.45,3.83,1.27,12.03,1,0,0,0
124.0,94.0,27.8,981.23,34.82,98.48,215.82,18.02,38.0,19.98,3.17,1.68,9.52,1,0,0,0
39.0,30.0,27.25,981.17,23.68,98.05,223.25,18.0,41.55,23.58,3.02,1.6,7.63,1,0,0,0
43.75,34.5,27.05,980.85,25.18,98.92,246.8,18.27,41.2,22.9,3.03,1.6,6.88,1,0,0,0
58.0,48.0,27.1,980.77,25.4,99.3,183.55,17.08,38.58,21.53,2.72,1.5,8.15,1,0,0,0
58.0,48.0,27.02,980.52,22.45,99.3,167.0,18.48,39.15,20.68,2.5,1.55,7.9,1,0,0,0
63.0,48.0,27.05,980.3,13.55,99.3,123.2,20.82,43.25,22.43,2.4,1.73,6.53,1,0,0,0
64.75,69.0,26.9,981.18,5.22,99.3,63.62,23.87,47.2,23.32,2.05,1.43,5.15,1,0,0,0
70.0,69.0,27.18,982.27,4.6,99.3,24.82,24.1,45.1,21.03,2.3,1.37,3.38,1,0,0,0
75.0,74.0,27.17,982.85,4.6,99.3,33.0,25.4,45.62,20.25,2.12,1.27,3.4,1,0,0,0
