PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
114.5,43.0,33.6,974.95,165.05,71.25,49.57,14.6,30.97,37.52,3.5,0.75,22.82,1,0,0,0
91.5,32.25,35.25,975.32,233.75,63.62,117.97,11.95,28.7,35.7,3.6,0.8,21.1,1,0,0,0
98.5,35.5,36.3,975.4,400.7,58.85,308.38,7.0,26.45,39.05,5.0,0.75,31.4,1,0,0,0
93.0,35.5,37.32,974.7,559.75,54.6,323.6,2.9,18.57,30.45,3.55,0.83,31.4,1,0,0,0
89.0,43.75,37.3,974.18,461.88,53.82,340.27,1.8,13.33,22.3,3.17,0.88,31.4,1,0,0,0
115.0,54.5,37.12,973.35,445.22,55.73,260.18,1.63,15.93,27.43,3.22,1.03,31.4,1,0,0,0
117.75,51.0,36.25,972.42,207.55,57.65,44.85,2.1,16.0,26.83,2.92,0.78,31.4,1,0,0,0
105.25,43.75,36.42,971.7,208.73,57.05,113.7,2.25,14.75,24.25,3.25,0.7,31.4,1,0,0,0
93.5,40.25,36.23,971.45,127.2,58.23,125.8,2.75,15.2,24.38,2.82,0.62,51.57,1,0,0,0
83.0,39.75,35.08,971.52,79.25,64.18,82.67,1.73,12.32,20.53,2.58,0.65,41.3,1,0,0,0
78.0,32.5,34.4,971.88,27.85,67.03,90.05,2.3,13.7,22.23,3.3,0.63,32.83,1,0,0,0
86.75,24.75,33.42,972.42,5.95,73.07,153.3,4.85,20.23,30.65,3.38,0.92,17.73,1,0,0,0
106.25,32.25,32.6,972.98,5.2,77.4,207.25,6.3,21.43,30.53,2.88,0.88,15.6,1,0,0,0
85.25,30.25,32.17,973.73,5.2,77.9,161.78,6.02,22.93,33.85,2.75,0.88,21.15,1,0,0,0
81.75,31.5,31.67,974.02,5.2,80.7,146.35,7.97,25.07,34.98,2.95,0.95,13.57,1,0,0,0
77.0,32.5,31.7,974.0,5.18,79.93,104.12,7.55,22.18,30.17,3.0,0.8,20.02,1,0,0,0
81.75,36.25,32.0,973.47,5.17,77.88,72.28,8.32,25.15,34.55,6.03,0.9,10.9,1,0,0,0
102.75,47.25,32.0,973.2,5.12,78.55,82.88,15.75,34.08,40.0,7.08,0.85,16.3,1,0,0,0
91.5,30.75,31.3,973.43,5.15,83.18,140.9,15.75,34.08,40.0,7.08,0.85,9.55,1,0,0,0
77.75,25.25,31.22,973.55,5.15,84.65,101.1,9.1,22.08,27.62,6.62,0.72,7.58,1,0,0,0
81.75,31.75,31.32,973.62,5.12,84.35,108.9,12.68,27.67,32.6,6.95,0.82,6.12,1,0,0,0
92.0,38.5,31.1,974.03,6.13,85.55,81.45,15.92,28.6,29.35,6.78,0.88,6.2,1,0,0,0
85.25,35.25,31.58,974.62,36.1,84.35,122.22,21.42,33.88,30.85,7.18,1.02,7.88,1,0,0,0
100.0,40.25,33.67,975.02,193.72,73.15,124.8,14.15,27.23,29.62,7.72,0.78,16.88,1,0,0,0
91.0,39.75,35.0,975.8,223.15,65.35,122.4,8.9,20.42,24.7,7.9,0.7,28.47,1,0,0,0
